,Additional_Info,Certificate_Number,City,Coordinate_System,Customer,Date,Date_Cleaned,Direction,Down_Grade_to_Invert,Down_Rim_to_Grade,Down_Rim_to_Invert,Downstream_MH,Drainage_Area,Easting,Elevation,Flow_Control,GPS_Accuracy,Height,InspectionID,IsImperial,Length_Surveyed,Lining_Method,Location_Code,Location_Details,Material,Media_Label,Northing,Owner,PO_Number,PacpQuickMaintRating,PacpQuickMaintRatingNum,PacpQuickOverallRating,PacpQuickOverallRatingNum,PacpQuickStructRating,PacpQuickStructRatingNum,Pipe_Joint_Length,Pipe_Segment_Reference,Pre-Cleaning,PressureValue,Project,Purpose,Reverse_Setup,Sewer_Category,Sewer_Use,Shape,Sheet_Number,Street,Surveyed_By,Time,Total_Length,Up_Grade_to_Invert,Up_Rim_to_Grade,Up_Rim_to_Invert,Upstream_MH,Weather,Width,WorkOrder,Year_Laid,Year_Renewed
304,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-20,2016-04-19,Downstream,,,8.30000019073486,SANMH400630,,,,Not Controlled,,8.0,305.0,True,300.100006103516,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4006310,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,251 Carlwood Dr.,MDC,08:06:00,300.100006103516,,,8.69999980926514,SANMH400631,Dry,8.0,,,
305,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-20,2016-04-20,Downstream,,,4.5,SANMH400627,,,,Not Controlled,,8.0,306.0,True,298.399993896484,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4006300,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,236 Carlwood Dr.,MDC,08:46:00,298.399993896484,,,8.30000019073486,SANMH400630,Dry,8.0,,,
306,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-20,2016-04-20,Upstream,,,4.5,SANMH400627,,,,Not Controlled,,8.0,307.0,True,25.1000003814697,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4006280,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,191 Carlwood Dr.,MDC,10:53:00,25.1000003814697,,,2.0,SANMH400628,Dry,8.0,,,
307,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-20,2016-04-20,Downstream,,,6.90000009536743,SANMH400509,,,,Not Controlled,,8.0,308.0,True,305.200012207031,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4006360,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,224 Woodridge Dr.,MDC,16:38:00,305.200012207031,,,8.89999961853027,SANMH400636,Dry,8.0,,,
308,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-20,2016-04-20,Downstream,,,5.59999990463257,SANMH400508,,,,Not Controlled,,8.0,309.0,True,73.0999984741211,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4005090,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,209 Woodridge Dr.,MDC,17:14:00,73.0999984741211,,,6.90000009536743,SANMH400509,Dry,8.0,,,
309,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Downstream,,,4.90000009536743,SANMH500373,,,,Not Controlled,,8.0,310.0,True,97.0,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,12.0,SANGS5003740,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2220 Gordon Ct.,JAK,07:35:00,97.0,,,8.0,SANMH500374,Dry,8.0,,,
310,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Downstream,,,7.5,SANMH500372,,,,Not Controlled,,8.0,311.0,True,305.0,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,12.0,SANGS5003730,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,295 Saint Andrews Trl.,JAK,07:52:00,305.0,,,4.90000009536743,SANMH500373,Dry,8.0,,,
311,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Downstream,,,6.09999990463257,SANMH500370,,,,Not Controlled,,8.0,312.0,True,54.5999984741211,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,12.0,SANGS5003720,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,320 Saint Andrews Trl.,JAK,08:32:00,54.5999984741211,,,7.5,SANMH500372,Dry,8.0,,,
312,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Downstream,,,11.5,SANMH500525,,,,Not Controlled,,8.0,313.0,True,288.899993896484,,Light Highway,edge of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,12.0,SANGS5005220,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2275 Beauview Ln.,JAK,09:07:00,288.899993896484,,,10.1000003814697,SANMH500522,Dry,8.0,,,
313,DSMH incorrect on video.,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Downstream,,,13.8999996185303,SANMH500526,,,,Not Controlled,,8.0,314.0,True,246.600006103516,,Light Highway,edge of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,12.0,SANGS5005250,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2230 Beauview Ln.,JAK,09:59:00,246.600006103516,,,11.5,SANMH500525,Dry,8.0,,,
314,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Upstream,,,10.1000003814697,SANMH500522,,,,Not Controlled,,8.0,315.0,True,138.100006103516,,Yard,backyard of residence,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,12.0,SANGS5005210,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2275 Beauview Ln.,JAK,11:06:00,138.100006103516,,,5.30000019073486,SANMH500521,Dry,8.0,,,
315,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Upstream,,,10.1000003814697,SANMH500522,,,,Not Controlled,,8.0,316.0,True,75.9000015258789,,Yard,front yard of residence,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,12.0,SANGS5005230,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2270 Beauview Ln.,JAK,11:29:00,75.9000015258789,,,10.1999998092651,SANMH500523,Dry,8.0,,,
316,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Upstream,,,10.1999998092651,SANMH500523,,,,Not Controlled,,8.0,317.0,True,268.5,,Yard,yard of residence,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5005240,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2270 Beauview Ln.,JAK,11:45:00,268.5,,,8.5,SANMH500524,Dry,8.0,,,
317,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Upstream,,,6.09999990463257,SANMH500370,,,,Not Controlled,,8.0,318.0,True,43.7999992370605,,Yard,grass to street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5003710,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,320 Saint Andrews Trl.,JAK,12:36:00,43.7999992370605,,,7.59999990463257,SANMH500371,Dry,8.0,,,
318,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Downstream,,,6.0,SANMH500369,,,,Not Controlled,,8.0,319.0,True,169.100006103516,,Light Highway,shoulder of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5003700,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,320 Saint Andrews Ln.,JAK,12:47:00,169.100006103516,,,6.09999990463257,SANMH500370,Dry,8.0,,,
319,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Downstream,,,6.69999980926514,SANMH500366,,,,Not Controlled,,8.0,320.0,True,174.5,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5003690,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,380 Saint Andrews Trl.,JAK,13:13:00,174.5,,,6.0,SANMH500369,Dry,8.0,,,
320,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Upstream,,,6.80000019073486,SANMH500363,,,,Not Controlled,,8.0,321.0,True,83.4000015258789,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5003660,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,380 Saint Andrew Trl.,JAK,13:51:00,83.4000015258789,,,6.69999980926514,SANMH500366,Dry,8.0,,,
321,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Upstream,,,6.80000019073486,SANMH500363,,,,Not Controlled,,8.0,322.0,True,224.899993896484,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5003540,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,350 Saint Andrew Trl.,JAK,14:07:00,224.899993896484,,,9.0,SANMH500354,Dry,8.0,,,
322,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,10.6999998092651,SANMH500364,,,,Not Controlled,,8.0,323.0,True,116.099998474121,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5003630,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,340 Saint Andrews Trl.,JAK,14:34:00,116.099998474121,,,6.80000019073486,SANMH500363,Dry,8.0,,,
323,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,8.19999980926514,SANMH500365,,,,Not Controlled,,8.0,324.0,True,50.9000015258789,,Easement/Right of Way,easement to backyard residence,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5003640,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,340 Saint Andrews Trl.,JAK,14:50:00,50.9000015258789,,,10.6999998092651,SANMH500364,Dry,8.0,,,
324,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Upstream,,,8.60000038146973,SANMH500380,,,,Not Controlled,,8.0,325.0,True,75.8000030517578,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5003780,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2440 Royal Ridge Dr.,JAK,15:15:00,75.8000030517578,,,6.19999980926514,SANMH500378,Dry,8.0,,,
325,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Upstream,,,6.19999980926514,SANMH500378,,,,Not Controlled,,8.0,326.0,True,201.699996948242,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5003790,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2410 Royal Ridge Dr.,JAK,15:34:00,201.699996948242,,,5.80000019073486,SANMH500379,Dry,8.0,,,
326,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Upstream,,,8.60000038146973,SANMH500380,,,,Not Controlled,,8.0,327.0,True,93.5999984741211,,Light Highway,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5003770,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2510 Royal Ridge Dr.,JAK,16:16:00,93.5999984741211,,,7.09999990463257,SANMH500377,Dry,8.0,,,
327,Pipe size incorrect on video.,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Upstream,,,8.60000038146973,SANMH500380,,,,Not Controlled,,10.0,328.0,True,199.0,,Easement/Right of Way,easement to backyard residence,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5003650,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,340 Saint Andrews Trl.,JAK,16:47:00,199.0,,,8.19999980926514,SANMH500365,Dry,10.0,,,
328,,U-713-18785,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,6.09999990463257,SANMH500381,,,,Not Controlled,,10.0,329.0,True,296.299987792969,,Easement/Right of Way,center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,13.0,SANGS5003800,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,2500 Royal Ridge Dr.,JAK,17:16:00,296.299987792969,,,8.60000038146973,SANMH500380,Dry,10.0,,,
329,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Upstream,,,8.39999961853027,SANMH400633,,,,Not Controlled,,8.0,330.0,True,274.600006103516,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4006320,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1309 Hastings Ave.,MDC,08:11:00,274.600006103516,,,8.30000019073486,SANMH400632,Light Rain,8.0,,,
330,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Downstream,,,6.30000019073486,SANMH400500,,,,Not Controlled,,8.0,331.0,True,174.899993896484,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4006330,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1309 Hastings Ave.,MDC,08:55:00,174.899993896484,,,8.39999961853027,SANMH400633,Light Rain,8.0,,,
331,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Downstream,,,4.80000019073486,SANMH400499,,,,Not Controlled,,8.0,332.0,True,100.5,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4005000,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1301 Hastings Ave.,MDC,09:19:00,100.5,,,6.30000019073486,SANMH400500,Light Rain,8.0,,,
332,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,5.90000009536743,SANMH400498,,,,Not Controlled,,8.0,333.0,True,208.199996948242,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4004990,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Other,Circular,1.0,1233 Hastings Ave.,MDC,09:43:00,208.199996948242,,,4.80000019073486,SANMH400499,Light Rain,8.0,,,
333,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,5.90000009536743,SANMH400497,,,,Not Controlled,,8.0,334.0,True,199.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4004980,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Other,Circular,1.0,225 Floyd Ave.,MDC,10:10:00,199.0,,,5.90000009536743,SANMH400498,Light Rain,8.0,,,
334,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,5.69999980926514,SANMH400496,,,,Not Controlled,,8.0,335.0,True,77.0,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4004970,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,216 Floyd Ave.,MDC,10:40:00,85.9000015258789,,,5.90000009536743,SANMH400497,Light Rain,8.0,,,
335,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,5.69999980926514,SANMH400496,,,,Not Controlled,,8.0,336.0,True,85.9000015258789,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4004970,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,216 Floyd Ave.,MDC,11:25:00,85.9000015258789,,,5.90000009536743,SANMH400497,Light Rain,8.0,,,
336,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,6.80000019073486,SANMH400494,,,,Not Controlled,,8.0,337.0,True,166.5,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4004960,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,212 Floyd Ave.,MDC,10:49:00,166.5,,,5.69999980926514,SANMH400496,Light Rain,8.0,,,
337,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Upstream,,,4.80000019073486,SANMH400492,,,,Not Controlled,,8.0,338.0,True,142.800003051758,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4005080,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1227 Uhlwood Dr.,MDC,11:57:00,142.800003051758,,,5.59999990463257,SANMH400508,Light Rain,8.0,,,
338,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Downstream,,,4.19999980926514,SANMH400493,,,,Not Controlled,,8.0,339.0,True,61.5,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4004920,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1229 Uhlwood Dr.,MDC,12:17:00,61.5,,,4.80000019073486,SANMH400492,Light Rain,8.0,,,
339,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-20,Downstream,,,6.80000019073486,SANMH400494,,,,Not Controlled,,8.0,340.0,True,159.600006103516,,Light Highway,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS4004930,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1219 Uhlwood Dr.,MDC,12:26:00,159.600006103516,,,4.19999980926514,SANMH400493,Light Rain,8.0,,,
340,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Upstream,,,5.09999990463257,SANMH400641,,,,Not Controlled,,8.0,341.0,True,179.100006103516,,Parking Lot,through parking spots,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,20.0,SANGS4006420,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1533 Sycamore Commons,MDC,12:59:00,179.100006103516,,,6.0,SANMH400642,Light Rain,8.0,,,
341,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Upstream,,,6.0,SANMH400642,,,,Not Controlled,,8.0,342.0,True,189.5,,Parking Lot,through parking spots,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,20.0,SANGS4006430,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1520 Sycamore Commons,MDC,13:18:00,189.5,,,12.5,SANMH400643,Light Rain,8.0,,,
342,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,10.8000001907349,SANMH400640,,,,Not Controlled,,8.0,343.0,True,147.199996948242,,Parking Lot,Through parking lot,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,20.0,SANGS4006410,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,1533 Sycamore Commons,MDC,13:40:00,147.199996948242,,,5.09999990463257,SANMH400641,Light Rain,8.0,,,
343,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,9.0,SANMH400638,,,,Not Controlled,,8.0,344.0,True,173.100006103516,,Easement/Right of Way,easement between buildings,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,20.0,SANGS4006400,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,203 S Heincke Rd.,MDC,13:58:00,173.100006103516,,,10.8000001907349,SANMH400640,Light Rain,8.0,,,
344,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Upstream,,,9.0,SANMH400638,,,,Not Controlled,,8.0,345.0,True,280.600006103516,,Parking Lot,through parking lot,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,20.0,SANGS4006390,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,243 S Heincke Rd.,MDC,14:40:00,280.600006103516,,,7.90000009536743,SANMH400639,Light Rain,8.0,,,
345,No depth on USMH. USMH is stub.,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Upstream,,,7.90000009536743,SANMH400639,,,,Not Controlled,,8.0,346.0,True,131.199996948242,,Parking Lot,edge of parking lot to easement,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,20.0,SANGS400639STUB,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,702 Slate Run Apt.,MDC,15:03:00,131.199996948242,,,0.0,SANMH400639ST,Light Rain,8.0,,,
346,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,10.8999996185303,SANMH400637,,,,Not Controlled,,8.0,347.0,True,130.699996948242,,Parking Lot,through parking lot,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,20.0,SANGS4006380,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,203 S Heincke Rd.,MDC,15:20:00,130.699996948242,,,9.0,SANMH400638,Light Rain,8.0,,,
347,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,0.0,SANMH600012,,,,Not Controlled,,8.0,348.0,True,152.0,,Parking Lot,parking lot to center of street,Polyvinyl Chloride,,,City of Miamisburg,1696.0,,,,,,,20.0,SANGS4006370,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,248 S Heincke Rd.,MDC,15:33:00,152.0,,,10.8999996185303,SANMH400637,Light Rain,8.0,,,
348,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Upstream,,,8.10000038146973,SANMH600008,,,,Not Controlled,,10.0,349.0,True,302.600006103516,,Main Highway - Suburban/Rural,paved asphaltr,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS6000070,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,413 S Heincke Rd.,MDC,16:14:00,302.600006103516,,,9.30000019073486,SANMH600007,Light Rain,10.0,,,
349,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Upstream,,,9.30000019073486,SANMH600007,,,,Not Controlled,,10.0,350.0,True,285.299987792969,,Main Highway - Suburban/Rural,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS6000060,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,431 S Heincke Rd.,MDC,16:42:00,285.299987792969,,,9.0,SANMH600006,Light Rain,10.0,,,
350,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,8.39999961853027,SANMH600009,,,,Not Controlled,,10.0,351.0,True,102.800003051758,,Main Highway - Suburban/Rural,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS6000080,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,413 S Heincke Rd.,MDC,17:13:00,102.800003051758,,,8.10000038146973,SANMH600008,Light Rain,10.0,,,
351,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,8.89999961853027,SANMH600010,,,,Not Controlled,,10.0,352.0,True,242.0,,Main Highway - Suburban/Rural,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS6000090,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,409 S Heincke Rd.,MDC,17:23:00,242.0,,,8.39999961853027,SANMH600009,Light Rain,10.0,,,
352,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,7.40000009536743,SANMH600011,,,,Not Controlled,,10.0,353.0,True,344.299987792969,,Main Highway - Suburban/Rural,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS6000100,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,399 S Heincke Rd.,MDC,17:43:00,344.299987792969,,,7.30000019073486,SANMH600010,Light Rain,10.0,,,
353,,U-715_07000628,Miamisburg OH,,Hazen & Sawyer,2016-04-21,2016-04-21,Downstream,,,7.19999980926514,SANMH600012,,,,Not Controlled,,10.0,354.0,True,144.100006103516,,Main Highway - Suburban/Rural,paved asphalt,Vitrified Clay Pipe,,,City of Miamisburg,1696.0,,,,,,,5.0,SANGS6000110,Jetting,,1696_Miamisburg_OH,Infiltration/Inflow Investigation,0.0,,Sanitary,Circular,1.0,251 S Heincke Rd.,MDC,18:07:00,144.100006103516,,,7.40000009536743,SANMH600011,Light Rain,10.0,,,
